Chain,CE_2026-03-27,CE_2026-03-25,CE_2026-03-23,strikePrice,PE_2026-03-23,PE_2026-03-25,PE_2026-03-27
Bid,0.02,,,237.5,,,30.95
Ask,0.05,0.04,0.01,235,31.55,,30.9
Bid,0.03,0,0,235,28.15,,28.5
Ask,0.05,0.05,,232.5,,,28.8
Bid,0.03,0,,232.5,,,25.6
Ask,0.06,0.04,0.01,230,26.55,,26.1
Bid,0.05,0,0,230,23.15,,23.5
Bid,0.07,0.01,0,227.5,,,21.0
Ask,0.08,0.06,0.15,227.5,,,23.6
Ask,0.1,0.07,0.01,225,21.55,21.35,20.8
Bid,0.09,0.02,0,225,18.05,18.15,19.35
Ask,0.15,0.08,0.02,222.5,19.05,,18.5
Bid,0.13,0.05,0.01,222.5,15.6,,16.2
Ask,0.23,0.12,0.02,220,16.55,16.15,15.1
Bid,0.21,0.08,0.01,220,13.15,13.55,14.55
Ask,0.38,0.18,0.04,217.5,13.5,,12.75
Bid,0.35,0.15,0.01,217.5,11.2,,11.75
Ask,0.65,0.32,0.06,215,11.1,10.9,10.3
Bid,0.62,0.29,0.04,215,8.6,9.5,9.7
Ask,1.14,0.65,0.14,212.5,7.9,8,8.15
Bid,1.11,0.58,0.11,212.5,6.6,7.55,8.05
Ask,1.88,1.21,0.39,210,5.25,5.85,6.4
Bid,1.73,1.16,0.36,210,4.55,5.65,6.2
Ask,2.92,2.14,1.04,207.5,3.15,4.2,4.9
Bid,2.73,2.05,0.98,207.5,3,4.05,4.8
Bid,4.15,3.3,2.17,205,1.73,2.86,3.55
Ask,4.25,3.45,2.21,205,1.79,2.96,3.7
Ask,5.85,5,4,202.5,0.96,2.04,2.76
Bid,5.7,4.85,3.8,202.5,0.91,1.93,2.62
Ask,7.6,6.9,6.95,200,0.51,1.38,2.04
Bid,7.5,6.7,5.6,200,0.48,1.3,1.92
Ask,9.6,9.9,8.5,197.5,0.26,0.92,1.48
Bid,9.45,8,6.85,197.5,0.23,0.84,1.43
Ask,11.8,11.7,11.6,195,0.14,0.61,1.07
Bid,11.3,10.3,9.05,195,0.11,0.53,0.9
Ask,,,13.75,192.5,0.08,0.39,0.76
Bid,,,12.1,192.5,0.06,0.36,0.72
Ask,16.2,16.7,16.5,190,0.06,0.27,0.54
Bid,15.75,15.2,14.05,190,0.03,0.23,0.51
Bid,17.9,16.65,16.45,187.5,0.04,0.14,0.35
Ask,18.8,19.2,19.05,187.5,0.05,0.17,0.38
Ask,21.2,,21.45,185,0.04,0.12,0.26
Bid,20.15,,19.2,185,0.01,0.08,0.24
Bid,,,,182.5,0.02,,0.16
Ask,,,,182.5,0.03,,0.18
Bid,24.45,24,,180,0,0.03,0.11
Ask,26.2,26.6,,180,0.02,0.08,0.13
Bid,,,,177.5,,0.02,0.07
Ask,,,,177.5,,0.07,0.09
Bid,29.15,29,28.95,175,0,0.01,0.05
Ask,31.2,31.6,31.5,175,0.03,0.06,0.07
Bid,34.2,,,170,0,0,0.03
Ask,36.65,,,170,0.22,0.05,0.05
Bid,39.3,,,165,0,0,0.01
Ask,41.95,,,165,0.24,0.05,0.03
Bid,44.35,43.5,43.45,160,0,,0.01
Ask,47.1,46.95,46.9,160,0.24,,0.03
Ask,52,,,155,0.24,,0.03
Bid,49,,,155,0,,0.0
Bid,54.2,53.5,,150,0,,0.0
Ask,56.6,57.05,,150,0.01,,0.03
Bid,59.1,,,145,,,0.0
Ask,61.55,,,145,,,0.05
Bid,,,,140,,,0.0
Ask,,,,140,,,0.3
Ask,,,,135,,,0.05
Bid,,,,135,,,0.0
Bid,73.55,,,130,,,0.01
Ask,77,,,130,,,0.04
Ask,82,,,125,,,0.2
Bid,78.55,,,125,,,0.01
Chain,CE_2026-03-27,CE_2026-03-25,CE_2026-03-23,strikePrice,PE_2026-03-23,PE_2026-03-25,PE_2026-03-27
Bid,,,,1200,,,603.65
Ask,0.03,,,1200,,,610.1
Ask,2.76,,,1130,,,
Bid,0,,,1130,,,
Ask,2.76,,,1070,,,
Bid,0,,,1070,,,
Ask,2.76,,,1000,,,410.1
Bid,0,,,1000,,,403.65
Bid,0,,,995,,,
Ask,2.76,,,995,,,
Bid,0,,,990,,,
Ask,1.19,,,990,,,
Ask,2.76,,,980,,,
Bid,0,,,980,,,
Ask,2.76,,,975,,,
Bid,0,,,975,,,
Bid,0,,,970,,,
Ask,2.76,,,970,,,
Bid,0,,,965,,,
Ask,2.76,,,965,,,
Bid,0,,,960,,,
Ask,2.76,,,960,,,
Bid,0,,,955,,,
Ask,2.76,,,955,,,
Bid,0,,,950,,,
Ask,1.38,,,950,,,
Bid,0,,,940,,,
Ask,1.11,,,940,,,
Ask,1.38,,,925,,,
Bid,0,,,925,,,
Ask,2.76,,,920,,,
Bid,0,,,920,,,
Bid,0,,,915,,,
Ask,2.76,,,915,,,
Ask,1.11,,,910,,,
Bid,0,,,910,,,
Bid,0,,,900,,,
Ask,0.01,,,900,,,
Bid,0,,,895,,,
Ask,2.76,,,895,,,
Bid,0,,,890,,,
Ask,1.11,,,890,,,
Ask,0.01,,,880,,,
Bid,0,,,880,,,
Ask,1.11,,,875,,,
Bid,0,,,875,,,
Ask,0.01,,,870,,,
Bid,0,,,870,,,
Ask,0.01,,,865,,,
Bid,0,,,865,,,
Ask,0.01,,,860,,,
Bid,0,,,860,,,
Bid,0,,,855,,,
Ask,0.01,,,855,,,
Bid,0,,,850,,,
Ask,0.01,,,850,,,
Bid,0,,,845,,,
Ask,1.11,,,845,,,
Bid,0,,,840,,,
Ask,0.01,,,840,,,
Ask,1.11,,,835,,,
Bid,0,,,835,,,
Ask,1.11,,,830,,,
Bid,0,,,830,,,
Bid,0,,,825,,,
Ask,1.11,,,825,,,
Ask,0.06,,,820,,,
Bid,0,,,820,,,
Ask,1.15,,,815,,,
Bid,0,,,815,,,
Ask,0.04,,,810,,,
Bid,0,,,810,,,
Ask,0.04,,,805,,,
Bid,0.01,,,805,,,
Ask,0.02,,,800,,,210.1
Bid,0.01,,,800,,,203.65
Ask,1.08,,,795,,,
Bid,0,,,795,,,
Bid,0,,,790,,,193.4
Ask,1.1,,,790,,,200.1
Bid,0,,,785,,,188.4
Ask,1.1,,,785,,,195.1
Bid,0,,,780,,,183.65
Ask,0.07,,,780,,,190.1
Ask,0.85,,,775,,,185.1
Bid,0,,,775,,,178.4
Ask,0.1,,,770,,,180.1
Bid,0,,,770,,,173.6
Ask,0.65,,,765,,,175.1
Bid,0,,,765,,,168.6
Bid,0,,,760,,,163.6
Ask,0.18,,,760,,,170.1
Ask,0.45,,,755,,,165.1
Bid,0,,,755,,,158.65
Ask,0.04,,0.01,750,,,160.1
Bid,0.02,,,750,,,153.4
Ask,0.35,,,745,,,155.1
Bid,0,,,745,,,148.65
Ask,0.05,,,740,,,150.1
Bid,0.01,,,740,,,143.4
Ask,0.05,,,735,,,145.1
Bid,0.01,,,735,,,138.4
Bid,0.02,,,730,,,133.65
Ask,0.05,,,730,,,140.1
Ask,0.05,,,725,,,135.1
Bid,0.01,,,725,,,128.65
Bid,,0,,722.5,,,126.1
Ask,,0.04,,722.5,,,132.6
Ask,0.06,,0.4,720,,,130.1
Bid,0.02,,0,720,,,124.0
Ask,,,,717.5,,,127.6
Bid,,,,717.5,,,121.1
Bid,0.03,,,715,,,118.65
Ask,0.06,,,715,,,125.1
Ask,0.07,,,712.5,,,122.6
Bid,0.03,,,712.5,,,116.15
Ask,0.07,,0.01,710,120.1,120.1,120.1
Bid,0.03,,0,710,113.65,113.65,113.4
Ask,0.07,,,707.5,,,
Bid,0.03,,,707.5,,,
Bid,0.04,0,,705,,108.65,108.4
Ask,0.06,0.11,,705,,115.1,115.1
Ask,0.08,,,702.5,,,
Bid,0.04,,,702.5,,,
Bid,0.04,0,0,700,,,103.2
Ask,0.07,0.08,0.01,700,,,110.1
Ask,0.09,0.11,0.05,697.5,,,107.6
Bid,0.05,0,0,697.5,,,101.15
Ask,0.09,0.11,0.03,695,,,105.1
Bid,0.05,0,0,695,,,97.5
Ask,0.09,0.11,0.05,692.5,,,102.6
Bid,0.06,0,0,692.5,,,96.15
Ask,0.1,0.12,0.47,690,100.1,100.1,100.1
Bid,0.06,0,0,690,93.65,93.65,92.5
Ask,0.11,0.12,0.06,687.5,,,97.6
Bid,0.08,0,0,687.5,,,90.95
Ask,0.11,0.12,0.05,685,,95.1,95.1
Bid,0.08,0,0,685,,88.45,87.5
Bid,0.08,0.01,0,682.5,,,
Ask,0.12,0.12,0.06,682.5,,,
Ask,0.13,0.13,0.06,680,90.1,90.1,90.1
Bid,0.1,0.01,0,680,83.6,83.4,82.85
Bid,0.1,0.01,0,677.5,,,
Ask,0.13,0.13,0.06,677.5,,,
Bid,0.11,0.01,0,675,78.6,78.4,78.65
Ask,0.13,0.13,0.05,675,85.1,85.1,85.1
Bid,0.12,0.01,0.02,672.5,,,77.0
Ask,0.15,0.14,0.06,672.5,,,82.6
Bid,0.14,0.01,0,670,73.65,73.65,74.9
Ask,0.17,0.14,0.04,670,80.1,80.1,80.4
Bid,0.15,0.01,0,667.5,71.1,,72.0
Ask,0.18,0.13,0.07,667.5,77.6,,77.9
Ask,0.2,0.15,0.07,665,75.1,75.1,75.1
Bid,0.17,0.05,0.02,665,68.65,70,70.35
Bid,0.19,0.03,0,662.5,,67.35,67.25
Ask,0.21,0.16,0.06,662.5,,72.6,72.6
Bid,0.21,0.11,0.02,660,63.65,64.8,65.65
Ask,0.24,0.13,0.05,660,70.1,70.4,70.25
Bid,0.23,0.07,0.01,657.5,,,62.45
Ask,0.26,0.16,0.07,657.5,,,67.65
Bid,0.26,0.07,0.01,655,58.65,58.9,60.4
Ask,0.28,0.17,0.06,655,65.1,65.1,64.7
Bid,0.29,0.08,0.01,652.5,57.05,58,57.25
Ask,0.32,0.19,0.08,652.5,62.6,62.6,62.95
Ask,0.36,0.2,0.06,650,60.1,60.45,59.8
Bid,0.34,0.14,0.04,650,54.9,55.2,55.2
Ask,0.42,0.22,0.06,647.5,57.6,57.95,57.7
Bid,0.38,0.13,0.01,647.5,51.75,53,53.25
Bid,0.44,0.14,0.02,645,49.85,49.85,50.1
Ask,0.48,0.23,0.09,645,55.45,55.15,55.35
Bid,0.51,0.18,0.02,642.5,47.4,47.65,48.3
Ask,0.56,0.28,0.09,642.5,52.9,53,49.7
Ask,0.65,0.25,0.08,640,50.1,50.5,47.15
Bid,0.6,0.22,0.05,640,44.5,45.2,46.2
Ask,0.75,0.36,0.1,637.5,47.6,48.05,48.1
Bid,0.7,0.25,0.05,637.5,42.55,42.5,42.8
Ask,0.88,0.39,0.11,635,45.15,42.9,42.35
Bid,0.83,0.32,0.07,635,40.85,41.05,41.25
Bid,0.99,0.35,0.06,632.5,37.25,38,37.5
Ask,1.05,0.44,0.1,632.5,42.9,43,43.15
Bid,1.18,0.46,0.08,630,35.5,35.45,35.75
Ask,1.23,0.53,0.12,630,39.3,39.8,40.5
Bid,1.39,0.55,0.1,627.5,32.6,33,33.95
Ask,1.46,0.63,0.14,627.5,37.15,38.3,38.95
Bid,1.67,0.69,0.13,625,31,30.55,31.3
Ask,1.74,0.81,0.14,625,33.1,35.8,33.35
Ask,2.06,0.94,0.17,622.5,32.6,33.45,32.55
Bid,1.98,0.86,0.14,622.5,28.05,28.8,29.05
Ask,2.44,1.25,0.23,620,27.2,30.6,28.85
Bid,2.35,1.08,0.18,620,25.3,26.35,27.0
Ask,2.88,1.49,0.29,617.5,24.95,28.35,26.85
Bid,2.79,1.35,0.23,617.5,23.2,23.95,25.0
Ask,3.4,1.81,0.37,615,22.25,23.3,24.35
Bid,3.25,1.7,0.34,615,21.1,22.15,23.95
Bid,3.85,2.14,0.48,612.5,18.7,20.5,22.1
Ask,4,2.25,0.52,612.5,19.85,21.5,22.4
Bid,4.55,2.65,0.7,610,16.25,18.5,20.3
Ask,4.7,2.75,0.74,610,17.55,19.05,20.55
Ask,5.45,,1.05,607.5,15.6,17.15,18.8
Bid,5.3,,0.98,607.5,14.35,16.85,18.5
Bid,6.2,3.95,1.42,605,12.25,14.25,16.9
Ask,6.35,4.15,1.51,605,13.6,15.45,17.15
Ask,7.35,5.05,2.3,602.5,10.8,13.75,15.6
Bid,7.2,4.8,2,602.5,10.5,13.3,15.45
Ask,8.35,6,3.1,600,9.05,12.1,14.2
Bid,8.25,5.8,2.75,600,8.75,11.7,13.95
Ask,9.6,,,597.5,7.65,10.75,12.9
Bid,9.4,,,597.5,6.7,10.4,12.6
Bid,10.7,8.2,4.9,595,5.95,9.1,11.45
Ask,10.9,8.6,5.1,595,6.25,9.5,11.65
Bid,12.1,,,592.5,4.85,8,9.75
Ask,12.2,,,592.5,5.1,8.35,10.5
Ask,13.8,11.4,,590,4.1,7.3,9.5
Bid,13.55,11,,590,3.8,7,9.3
Ask,15.3,,,587.5,3.3,6.45,8.55
Bid,15.1,,,587.5,3.1,6.2,8.35
Bid,16.7,,,585,2.39,5.35,7.5
Ask,17,,,585,2.6,5.6,7.7
Bid,18.5,,,582.5,1.86,4.7,6.75
Ask,18.75,,,582.5,2.02,4.9,6.95
Bid,20.2,,14.35,580,1.44,4.05,6.0
Ask,20.5,,15.55,580,1.6,4.25,6.15
Ask,22.4,,,577.5,1.25,3.7,5.55
Bid,22.1,,,577.5,1.17,3.45,5.4
Ask,24.3,,,575,0.98,3.2,4.95
Bid,24,,,575,0.9,3,4.8
Ask,,,,572.5,0.77,2.73,4.45
Bid,,,,572.5,0.7,2.59,4.25
Ask,28.3,,,570,0.61,2.36,3.95
Bid,28,,,570,0.53,2.22,3.8
Ask,30.45,,,567.5,0.49,2.05,3.5
Bid,28.55,,,567.5,0.41,1.9,3.4
Bid,31.25,,25.45,565,0.32,1.63,3.0
Ask,33.1,,30.65,565,0.4,1.77,3.15
Ask,,,32.6,562.5,0.33,1.54,2.75
Bid,,,27.75,562.5,0.26,1.4,2.64
Bid,35.45,,30.65,560,0.2,1.22,2.4
Ask,38,,35.25,560,0.25,1.31,2.45
Bid,,,32.35,557.5,0.17,1.05,2.12
Ask,,,37.75,557.5,0.22,1.15,2.18
Bid,39.3,,,555,,0.86,1.88
Ask,41.9,,,555,,0.99,1.93
Bid,41.15,,,552.5,,,1.66
Ask,44.7,,,552.5,,,1.74
Bid,45.15,40.5,,550,,0.68,1.45
Ask,47.1,45.85,,550,,0.76,1.5
Bid,43.85,,,547.5,,,1.28
Ask,48.95,,,547.5,,,1.33
Ask,51.65,,,545,,,1.18
Bid,46.2,,,545,,,1.13
Ask,,,,542.5,,,1.04
Bid,,,,542.5,,,0.99
Ask,57,,,540,,,0.92
Bid,50.95,,,540,,,0.87
Ask,,,,537.5,,,0.81
Bid,,,,537.5,,,0.76
Bid,55.75,,,535,,,0.67
Ask,62.1,,,535,,,0.72
Ask,67,,,530,,,0.56
Bid,60.6,,,530,,,0.51
Ask,72.1,,,525,,,0.44
Bid,65.5,,,525,,,0.39
Bid,70.7,,,520,,,0.29
Ask,76.2,,,520,,,0.34
Ask,81.85,,,515,,,0.27
Bid,75.3,,,515,,,0.23
Ask,85.65,,,510,,,0.21
Bid,80.55,,,510,,,0.18
Ask,,,,505,,,0.18
Bid,,,,505,,,0.14
Bid,90.45,,,500,,,0.11
Ask,95.2,,,500,,,0.15
Bid,,,,495,,,0.09
Ask,,,,495,,,0.13
Bid,100.4,,,490,,,0.07
Ask,106.65,,,490,,,0.11
Ask,,,,485,,,0.1
Bid,,,,485,,,0.06
Ask,,,,480,,,0.09
Bid,,,,480,,,0.04
Ask,,,,475,,,0.08
Bid,,,,475,,,0.04
Bid,120.35,,,470,,,0.03
Ask,124.8,,,470,,,0.07
Ask,,,,460,,,0.05
Bid,,,,460,,,0.01
Ask,,,,450,,,0.06
Bid,,,,450,,,0.0
Ask,,,,440,,,0.07
Bid,,,,440,,,0.0
Bid,,,,430,,,0.0
Ask,,,,430,,,2.72
Ask,,,,420,,,0.27
Bid,,,,420,,,0.0
Bid,,,,410,,,0.01
Ask,,,,410,,,0.13
Ask,,,,400,,,0.07
Bid,,,,400,,,0.0
Bid,,,,390,,,0.0
Ask,,,,390,,,1.26
Bid,,,,380,,,0.0
Ask,,,,380,,,1.32
Bid,,,,370,,,0.0
Ask,,,,370,,,1.28
Bid,,,,360,,,0.0
Ask,,,,360,,,1.11
Bid,239.45,,,350,,,0.0
Ask,246.7,,,350,,,1.12
Bid,,,,340,,,0.0
Ask,,,,340,,,0.01
Bid,,,,330,,,0.0
Ask,,,,330,,,0.01
Ask,,,,320,,,0.01
Bid,,,,320,,,0.0
Bid,,,,310,,,0.0
Ask,,,,310,,,0.82
Bid,290.15,,,300,,,0.0
Ask,296.65,,,300,,,0.01
Bid,,,,290,,,0.0
Ask,,,,290,,,0.01
Ask,,,,280,,,0.07
Bid,,,,280,,,0.0
Bid,,,,200,,,0.0
Ask,,,,200,,,0.02
Ask,496.6,,,100,,,
Bid,490,,,100,,,
Chain,CE_2026-03-27,CE_2026-03-25,CE_2026-03-23,strikePrice,PE_2026-03-23,PE_2026-03-25,PE_2026-03-27
Bid,0,,,485,,,173.3
Ask,0.05,,,485,,,176.95
Ask,0.05,,,480,,,
Bid,0,,,480,,,
Ask,0.05,,,475,,,
Bid,0,,,475,,,
Ask,0.05,,,470,,,
Bid,0,,,470,,,
Bid,0,,,465,,,
Ask,0.05,,,465,,,
Bid,0,,,460,,,
Ask,0.05,,,460,,,
Ask,0.05,,,455,,,147.1
Bid,0,,,455,,,143.3
Ask,0.05,,,450,,,
Bid,0,,,450,,,
Bid,0,,,445,,,
Ask,0.04,,,445,,,
Bid,0,,,440,,,
Ask,0.05,,,440,,,
Bid,0,,,435,,,
Ask,0.05,,,435,,,
Bid,0,,,430,118.25,,118.3
Ask,0.01,,,430,121.95,,121.95
Bid,0,,,425,,,
Ask,0.25,,,425,,,
Bid,0,,,420,108.15,,108.3
Ask,0.05,,,420,111.95,,111.95
Ask,0.05,0.97,,415,,,106.95
Bid,0,0,,415,,,103.3
Ask,0.11,0.96,1,410,101.95,,101.95
Bid,0.01,0,,410,98.4,,98.3
Bid,,,,407.5,,,95.8
Ask,,,,407.5,,,99.6
Ask,0.05,0.95,,405,,,97.1
Bid,0,0,,405,,,93.35
Bid,0,,,402.5,,,90.8
Ask,0.05,,,402.5,,,94.6
Bid,0.01,,0,400,88.3,,88.3
Ask,0.05,,0.94,400,91.95,,91.95
Bid,,0,,397.5,,,85.8
Ask,,0.92,,397.5,,,89.45
Ask,0.05,,,395,,,86.95
Bid,0,,,395,,,83.3
Ask,0.05,,1,392.5,,,84.45
Bid,0,,0,392.5,,,80.75
Ask,0.02,0.9,0.4,390,81.95,82.1,82.1
Bid,0.01,0,0,390,78.55,78.25,78.4
Ask,,,,387.5,,,79.35
Bid,,,,387.5,,,76.15
Ask,0.06,0.87,,385,,,77.0
Bid,0.01,0,,385,,,73.4
Bid,0,,,382.5,,,
Ask,0.1,,,382.5,,,
Bid,0,0.01,0,380,,,68.55
Ask,0.15,0.02,0.99,380,,,72.05
Bid,0,0.01,,377.5,66.05,,
Ask,0.16,0.02,,377.5,69.45,,
Bid,0.02,0,0,375,63.55,,63.7
Ask,0.06,0.71,0.98,375,66.95,,66.9
Ask,0.08,0.1,0.97,372.5,64.45,,
Bid,0,0,0,372.5,61.05,,
Bid,0.01,0,0,370,58.4,58.7,58.75
Ask,0.1,0.61,0.51,370,61.95,61.55,61.2
Ask,0.18,0.56,0.95,367.5,59.45,,
Bid,0.01,0,0,367.5,55.9,,
Ask,0.09,0.49,0.25,365,56.45,,56.6
Bid,0.05,0,0,365,53.55,,53.7
Bid,0.01,,0,362.5,50.9,,
Ask,0.12,,0.4,362.5,54.45,,
Bid,0.06,0,0.01,360,48.4,,48.7
Ask,0.1,0.13,0.04,360,51.95,,52.0
Ask,0.17,0.19,0.15,357.5,,,49.35
Bid,0.03,0,0,357.5,,,46.1
Ask,0.17,0.07,0.3,355,46.95,47,46.95
Bid,0.08,0,0,355,43.4,43.25,43.45
Ask,0.26,0.16,0.46,352.5,44.45,44.5,44.25
Bid,0.06,0.01,0,352.5,40.9,40.85,41.25
Ask,0.21,0.13,0.12,350,41.6,41.85,41.9
Bid,0.16,0,0.02,350,38.7,38.6,38.75
Bid,0.15,0.01,0,347.5,36.05,36.25,36.3
Ask,0.3,0.39,0.33,347.5,39.5,38.7,38.9
Bid,0.22,0.03,0,345,33.7,33.75,34.0
Ask,0.35,0.21,0.1,345,35.95,36.15,36.6
Bid,0.35,0.01,0.01,342.5,31.2,31.3,31.35
Ask,0.41,0.29,0.2,342.5,33.5,34.35,34.5
Ask,0.55,0.27,0.03,340,31.15,31.25,31.9
Bid,0.47,0.1,0,340,28.75,28.9,29.15
Bid,0.6,0.15,0.02,337.5,26.2,26.4,26.85
Ask,0.71,0.41,0.13,337.5,29.3,29.5,29.15
Ask,1,0.51,0.07,335,26.7,27.05,27.05
Bid,0.76,0.23,0.04,335,23.75,24,24.75
Bid,1,0.39,0,332.5,21.25,21.65,22.2
Ask,1.28,0.6,0.2,332.5,24.35,24,24.7
Ask,1.61,0.76,0.25,330,21.1,22.4,22.65
Bid,1.36,0.6,0.07,330,19.45,19.3,20.85
Bid,1.71,,0.08,327.5,16.35,17.6,18.25
Ask,2.07,,0.34,327.5,19.45,20.25,20.15
Bid,2.24,1.17,0.22,325,14,14.85,16.9
Ask,2.57,1.45,0.29,325,16.3,17.15,17.95
Ask,3.15,2.1,0.46,322.5,14.7,,16.9
Bid,2.8,1.51,0.37,322.5,12.2,,14.55
Bid,3.55,2.15,0.62,320,9.7,11.2,12.95
Ask,4.05,2.6,0.77,320,11.7,13,14.2
Bid,4.35,2.68,1.04,317.5,8.2,,11.3
Ask,4.85,3.3,1.22,317.5,9.3,,12.5
Ask,5.85,4.25,,315,7.35,10.3,11.0
Bid,5.45,3.7,,315,6.5,8.35,9.7
Ask,7.1,5.75,2.94,312.5,5.7,8.6,9.6
Bid,6.5,4.55,2.44,312.5,5.05,6.7,8.85
Bid,7.75,5.9,3.6,310,3.6,6,7.05
Ask,8.3,6.85,4.25,310,4.3,7.1,8.2
Bid,,7.1,,307.5,2.66,5,6.5
Ask,,8.6,,307.5,3.3,5.8,7.35
Bid,10.6,8.4,6.35,305,1.96,3.95,5.55
Ask,11.35,10.65,7.65,305,2.47,4.9,6.25
Bid,12.15,,,302.5,1.36,3.3,4.95
Ask,13.65,,,302.5,1.75,4,5.4
Bid,13.85,11.6,10.25,300,0.92,2.74,4.25
Ask,15.25,13.85,12.15,300,1.08,3.3,4.65
Ask,,,,297.5,0.96,2.88,4.0
Bid,,,,297.5,0.71,2.2,3.6
Bid,17.8,,,295,0.56,1.7,3.1
Ask,19.6,,,295,0.71,2.33,3.5
Bid,,,,292.5,0.38,1.41,2.49
Ask,,,,292.5,0.54,2.01,2.95
Bid,21.75,,18.85,290,0.27,1.15,2.06
Ask,23.45,,21.9,290,0.36,1.62,2.48
Ask,,,,287.5,,1.3,2.16
Bid,,,,287.5,,0.95,1.92
Ask,27.25,27.35,,285,0.24,1.19,1.85
Bid,26,25,,285,0.05,0.73,1.63
Ask,,,29.85,282.5,0.34,0.95,1.61
Bid,,,26,282.5,0.04,0.61,1.27
Bid,30.55,29.05,28.5,280,0.07,0.52,1.24
Ask,32.85,32,32.4,280,0.16,0.82,1.38
Bid,,,31,277.5,,,0.99
Ask,,,34.9,277.5,,,1.21
Bid,35.4,,33.5,275,0.01,0.29,0.92
Ask,37.5,,37.35,275,0.2,0.65,1.05
Ask,,39.45,,272.5,0.21,0.67,
Bid,,36.15,,272.5,0,0.07,
Ask,42.2,42.4,42.4,270,0.3,0.48,0.8
Bid,39.35,38.65,38.5,270,0,0.22,0.7
Ask,,,,267.5,,,0.7
Bid,,,,267.5,,,0.58
Bid,43.8,,,265,,0.08,0.47
Ask,47.3,,,265,,0.28,0.72
Ask,,,,262.5,,,0.58
Bid,,,,262.5,,,0.42
Ask,52.3,,52.4,260,0.13,,0.48
Bid,48.7,,48.65,260,0,,0.33
Ask,,,,257.5,,,0.44
Bid,,,,257.5,,,0.27
Bid,53.65,,,255,,,0.24
Ask,57.2,,,255,,,0.33
Ask,62.2,,62.35,250,0.05,,0.25
Bid,58.5,,58.5,250,0,,0.17
Bid,63.65,,,245,,,0.11
Ask,67.25,,,245,,,0.32
Ask,72.5,,,240,,,0.19
Bid,68.5,,,240,,,0.09
Bid,73.5,,,235,,,0.07
Ask,77.45,,,235,,,0.15
Bid,78.5,,,230,,,0.05
Ask,82.45,,,230,,,0.13
Bid,,,,225,,,0.04
Ask,,,,225,,,0.1
Bid,88.5,,,220,,,0.03
Ask,92.25,,,220,,,0.07
Bid,,,,215,,,0.01
Ask,,,,215,,,0.07
Bid,,,,210,,,0.0
Ask,,,,210,,,0.06
Bid,103.5,,,205,,,0.0
Ask,107.4,,,205,,,0.76
Ask,112.25,,,200,,,0.02
Bid,108.5,,,200,,,0.01
Bid,113.5,,,195,,,0.0
Ask,117.3,,,195,,,0.02
Bid,,,,190,,,0.0
Ask,,,,190,,,0.17
Bid,,,,185,,,0.0
Ask,,,,185,,,0.94
Ask,,,,180,,,0.96
Bid,,,,180,,,0.0
Bid,,,,175,,,0.0
Ask,,,,175,,,0.98
Ask,147.35,,,165,,,0.99
Bid,143.5,,,165,,,0.0
Chain,CE_2026-03-27,CE_2026-03-25,CE_2026-03-23,strikePrice,PE_2026-03-23,PE_2026-03-25,PE_2026-03-27
Bid,0,,,800,,,
Ask,0.01,,,800,,,
Ask,0.01,,,790,,,
Bid,0,,,790,,,
Ask,0.01,,,780,,,
Bid,0,,,780,,,
Ask,0.01,,,770,,,
Bid,0,,,770,,,
Bid,0,,,760,,,
Ask,0.01,,,760,,,
Bid,0,,,750,,,
Ask,0.01,,,750,,,
Ask,0.01,,,740,,,
Bid,0,,,740,,,
Ask,0.01,,,730,,,
Bid,0,,,730,,,
Bid,0,,,720,,,
Ask,0.01,,,720,,,
Bid,0,,,710,,,
Ask,0.01,,,710,,,
Bid,0,,,700,,,
Ask,0.01,,,700,,,
Bid,0,,,690,,,
Ask,0.01,,,690,,,
Bid,0,,,680,,,
Ask,0.01,,,680,,,
Bid,0,,,670,,,
Ask,0.01,,,670,,,
Ask,0.01,,,660,,,
Bid,0,,,660,,,
Ask,0.01,,,650,,,
Bid,0,,,650,,,
Bid,0,,,640,,,271.05
Ask,0.01,,,640,,,273.0
Ask,0.01,,,630,,,
Bid,0,,,630,,,
Bid,0,,,625,,,
Ask,0.01,,,625,,,
Bid,0,,,620,,,
Ask,0.01,,,620,,,
Bid,0,,,615,,,
Ask,0.01,,,615,,,
Ask,0.01,,,610,,,
Bid,0,,,610,,,
Ask,0.01,,,605,,,
Bid,0,,,605,,,
Ask,0.01,,,600,,,232.9
Bid,0,,,600,,,231.15
Ask,0.01,,,595,,,
Bid,0,,,595,,,
Ask,0.02,,,590,,,
Bid,0.01,,,590,,,
Bid,0.01,,,585,,,
Ask,0.02,,,585,,,
Bid,0.01,,,580,,,
Ask,0.02,,,580,,,
Bid,0.01,,,575,,,
Ask,0.02,,,575,,,
Bid,0.01,,,570,,,
Ask,0.02,,,570,,,
Ask,0.02,,,565,,,
Bid,0.01,,,565,,,
Ask,0.02,,,560,,,
Bid,0.01,,,560,,,
Ask,0.02,,,555,,,188.0
Bid,0.01,,,555,,,186.05
Bid,0.01,,,550,,,181.15
Ask,0.02,,,550,,,182.9
Bid,0.01,,,545,,,176.05
Ask,0.02,,,545,,,178.0
Ask,0.02,,,540,,,
Bid,0.01,,,540,,,
Bid,0.01,,,535,,,
Ask,0.02,,,535,,,
Ask,0.02,,,530,,,163.0
Bid,0.01,,,530,,,161.05
Bid,0.01,,,525,,,156.15
Ask,0.02,,,525,,,157.95
Bid,0.01,,0,520,,,151.05
